customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,Churn_Probability,Predicted_Churn,Risk_Level
9659-QEQSY,45,115.65,5125.5,0,1,2,0,0.09586978,0,Low Risk
5405-ZMYXQ,8,74.6,548.9,0,1,1,0,0.3496975,0,Low Risk
5047-LHVLY,1,50.15,50.15,0,0,3,1,0.48809958,0,Medium Risk
1442-OKRJE,66,103.15,7031.3,1,1,0,0,0.19603296,0,Low Risk
4737-AQCPU,72,72.1,5016.65,2,0,1,0,0.0042261537,0,Low Risk
9158-VCTQB,41,113.6,4594.95,0,1,0,1,0.8608802,1,High Risk
2808-CHTDM,23,25.1,611.45,2,2,3,0,0.003717494,0,Low Risk
6311-UEUME,29,78.9,2384.15,0,1,2,1,0.54400146,1,Medium Risk
0793-TWELN,4,80.15,319.85,0,1,2,0,0.52535456,1,Medium Risk
3283-WCWXT,6,25.4,153.3,2,2,3,0,0.0011078565,0,Low Risk
1060-ENTOF,67,105.4,7035.6,1,1,1,0,0.36755875,0,Low Risk
0999-QXNSA,7,45.75,344.2,0,0,3,0,0.23793134,0,Low Risk
5451-MHQOF,56,24.45,1431.65,1,2,3,0,0.042892642,0,Low Risk
4836-WNFNO,72,25.0,1849.2,2,2,1,0,0.0005818687,0,Low Risk
9225-BZLNZ,72,85.25,6083.1,2,0,2,0,0.0035232727,0,Low Risk
0354-VXMJC,23,19.6,426.65,2,2,1,0,0.00016650507,0,Low Risk
4422-QVIJA,35,50.15,1655.35,0,0,3,0,0.022631656,0,Low Risk
9365-SRSZE,27,70.55,1943.9,0,1,2,0,0.33286366,0,Low Risk
6839-ITVZJ,26,60.05,1616.15,0,0,2,1,0.2563778,0,Low Risk
8332-OSJDW,12,26.4,314.95,1,2,3,0,0.0074072727,0,Low Risk
4735-BJKOU,40,20.15,804.85,2,2,3,0,0.00073312595,0,Low Risk
0274-JKUJR,7,58.85,465.7,0,0,3,0,0.08966051,0,Low Risk
5740-YHGTW,70,97.55,6669.05,0,1,1,0,0.078780934,0,Low Risk
8917-SZTTJ,60,19.65,1161.75,2,2,1,0,0.0050157546,0,Low Risk
1696-MZVAU,39,25.25,947.75,1,0,1,0,0.043046817,0,Low Risk
7359-WWYJV,72,114.45,8375.05,2,1,1,0,0.001539682,0,Low Risk
0375-HVGXO,1,34.7,34.7,0,0,2,1,0.93195415,1,High Risk
4906-ZHGPK,54,70.7,3770.0,1,0,2,0,0.030341033,0,Low Risk
8593-WHYHV,3,85.3,264.8,0,1,2,1,0.81384635,1,High Risk
3795-GWTRD,63,75.55,4707.85,2,0,1,0,0.0078050955,0,Low Risk
1298-PHBTI,71,84.8,6152.4,2,1,2,0,0.0043658153,0,Low Risk
6223-DHJGV,42,20.65,958.1,1,2,3,0,0.0029780837,0,Low Risk
6961-MJKBO,47,20.45,943.0,2,2,0,0,0.0011511621,0,Low Risk
6097-EQISJ,66,102.45,6615.15,1,1,1,1,0.23014635,0,Low Risk
4423-YLHDV,21,104.4,2200.25,0,1,0,1,0.61472225,1,Medium Risk
8158-WPEZG,11,35.65,425.1,0,0,2,0,0.21013084,0,Low Risk
0107-YHINA,1,99.75,99.75,0,1,2,1,0.9357753,1,High Risk
4918-FYJNT,55,90.45,5044.8,0,1,2,0,0.18228132,0,Low Risk
0727-BNRLG,69,97.65,6743.55,2,1,1,0,0.008397343,0,Low Risk
4854-CIDCF,3,73.85,196.4,0,1,2,0,0.5179543,1,Medium Risk
8640-SDGKB,4,74.4,299.7,0,0,2,1,0.55341524,1,Medium Risk
3280-MRDOF,30,69.1,2093.9,2,0,1,0,0.0030149866,0,Low Risk
6435-SRWBJ,5,82.75,417.75,0,1,2,0,0.7060521,1,High Risk
9964-WBQDJ,71,24.4,1725.4,2,2,1,0,0.00014377786,0,Low Risk
6303-KFWSL,29,55.25,1620.2,1,0,2,0,0.020040022,0,Low Risk
1702-CCFNJ,52,61.35,3169.55,0,0,0,0,0.03100199,0,Low Risk
8932-CZHRQ,68,76.75,5233.25,1,0,1,0,0.09904594,0,Low Risk
0386-CWRGM,46,19.4,967.85,2,2,3,0,0.0065370533,0,Low Risk
5515-RUGKN,8,54.75,438.05,0,0,1,0,0.11100376,0,Low Risk
0404-AHASP,72,19.7,1421.9,2,2,1,0,0.0003753382,0,Low Risk
7279-NMVJC,17,19.9,323.15,1,2,0,0,0.05996722,0,Low Risk
2081-VEYEH,3,107.95,318.6,0,1,2,0,0.2430672,0,Low Risk
6407-UTSLV,2,83.8,163.7,0,1,0,0,0.56479776,1,Medium Risk
4116-TZAQJ,9,74.25,639.65,0,1,1,1,0.44646326,0,Medium Risk
9060-HJJRW,51,56.4,2928.5,1,0,1,0,0.061660316,0,Low Risk
2587-YNLES,6,20.1,100.35,2,2,3,0,0.0012794756,0,Low Risk
7398-SKNQZ,3,94.9,273.2,0,1,2,0,0.7575356,1,High Risk
5935-FCCNB,17,94.2,1608.15,0,1,2,0,0.58667976,1,Medium Risk
1958-RNRKS,30,49.9,1441.95,0,0,2,0,0.09486755,0,Low Risk
5136-RGMZO,31,71.05,2168.15,0,0,2,0,0.07259417,0,Low Risk
8345-MVDYC,45,81.65,3618.7,2,0,0,0,0.0009744203,0,Low Risk
8226-BXGES,64,89.45,5692.65,1,1,0,0,0.02183875,0,Low Risk
3877-JRJIP,1,59.85,59.85,0,0,2,1,0.73137265,1,High Risk
8375-DKEBR,1,69.6,69.6,0,1,2,1,0.9527784,1,High Risk
9705-IOVQQ,61,99.0,5969.3,1,1,2,0,0.055720083,0,Low Risk
1015-OWJKI,1,19.05,19.05,0,2,3,0,0.07826836,0,Low Risk
7511-YMXVQ,9,45.4,418.8,0,0,2,1,0.7041889,1,High Risk
2040-XBAVJ,72,114.45,8100.55,2,1,0,0,0.0010500127,0,Low Risk
7551-JOHTI,1,19.5,19.5,0,2,3,1,0.31633738,0,Low Risk
8887-IPQNC,7,44.25,313.45,0,0,3,0,0.27947402,0,Low Risk
8646-JCOMS,66,90.55,6130.95,1,1,0,0,0.18669602,0,Low Risk
9804-ICWBG,1,69.9,69.9,0,1,2,1,0.91424066,1,High Risk
1222-KJNZD,40,20.4,745.3,0,2,0,0,0.0076783197,0,Low Risk
0106-GHRQR,16,71.4,1212.1,0,0,0,0,0.04714781,0,Low Risk
5318-IXUZF,2,87.15,183.75,0,1,0,1,0.90370905,1,High Risk
3768-VHXQO,67,24.85,1583.5,2,2,1,0,0.0012473179,0,Low Risk
8952-WCVCD,41,104.45,4162.05,1,1,0,0,0.16190553,0,Low Risk
2418-TPEUN,56,19.8,1119.9,2,2,1,0,0.019262368,0,Low Risk
3963-RYFNS,72,116.45,8013.55,2,1,0,0,0.008414776,0,Low Risk
3198-VELRD,3,84.75,264.85,0,1,0,1,0.9152906,1,High Risk
8540-ZQGEA,54,20.05,1102.4,2,2,1,0,0.012252338,0,Low Risk
1320-REHCS,52,110.75,5832.0,0,1,2,0,0.108822964,0,Low Risk
4137-JOPHL,50,89.7,4304.5,2,1,0,0,0.004845253,0,Low Risk
9436-ZBZCT,14,89.95,1178.4,0,1,2,1,0.79198927,1,High Risk
7801-CEDNV,27,48.7,1421.75,1,0,1,0,0.0366244,0,Low Risk
2057-BOYKM,72,96.6,6827.5,2,1,0,0,0.008990746,0,Low Risk
3658-QQJYD,62,74.3,4698.05,1,0,1,0,0.007575051,0,Low Risk
1803-BGNBD,12,54.3,654.5,0,0,2,0,0.37143162,0,Low Risk
0134-XWXCE,44,74.85,3268.05,1,0,0,0,0.021781908,0,Low Risk
6950-TWMYB,54,79.95,4362.05,2,1,0,0,0.004337923,0,Low Risk
5848-FHRFC,68,20.05,1386.9,2,2,0,0,0.00047209152,0,Low Risk
2243-FNMMI,20,19.4,415.4,0,2,3,0,0.19555368,0,Low Risk
2511-MORQY,50,54.9,2614.1,1,0,0,0,0.019327598,0,Low Risk
5356-KZCKT,58,24.45,1513.6,2,2,1,0,0.0031760929,0,Low Risk
9470-XCCEM,35,89.65,3161.6,0,1,0,0,0.13546315,0,Low Risk
6519-CFDBX,2,45.4,80.95,0,0,2,0,0.5693644,1,Medium Risk
3902-MIVLE,63,75.7,4676.7,2,0,3,0,0.0023921644,0,Low Risk
0409-WTMPL,58,110.65,6526.65,1,1,1,0,0.35215238,0,Low Risk
8763-KIAFH,27,20.55,583.3,1,2,3,0,0.00075149466,0,Low Risk
3669-WHAFY,71,115.15,8078.1,2,1,1,0,0.0027122446,0,Low Risk
3055-VTCGS,63,58.55,3503.5,1,0,1,0,0.024172897,0,Low Risk
3144-KMTWZ,71,93.25,6669.45,0,1,0,0,0.023472333,0,Low Risk
7279-BUYWN,41,113.2,4689.5,0,1,2,1,0.8499347,1,High Risk
7156-MHUGY,13,90.5,1201.15,0,1,2,1,0.74969816,1,High Risk
7198-GLXTC,2,79.0,143.65,0,1,2,1,0.7321839,1,High Risk
2007-QVGAW,68,19.35,1292.65,2,2,0,0,0.0046674856,0,Low Risk
5207-PLSTK,1,48.75,48.75,0,0,3,0,0.49458554,0,Medium Risk
2307-FYNNL,65,109.05,7108.2,2,1,2,0,0.0749997,0,Low Risk
5605-XNWEN,72,25.0,1802.55,2,2,0,0,0.0001807335,0,Low Risk
2155-AMQRX,28,54.9,1505.15,0,0,1,0,0.07992893,0,Low Risk
6181-AXXYF,72,24.75,1859.1,2,2,1,0,0.0003908786,0,Low Risk
5091-HFAZW,2,91.15,168.5,0,1,2,0,0.83562577,1,High Risk
0516-VRYBW,18,20.15,390.85,1,2,0,1,0.26257727,0,Low Risk
2519-LBNQL,60,104.35,6339.45,1,1,2,0,0.34100094,0,Low Risk
8623-ULFNQ,26,66.05,1652.4,0,0,2,0,0.13147774,0,Low Risk
8380-PEFPE,1,71.65,71.65,0,1,2,1,0.7533561,1,High Risk
5687-DKDTV,4,20.35,77.5,0,2,3,1,0.31794226,0,Low Risk
1568-LJSZU,68,92.2,6392.85,2,0,1,0,0.08801755,0,Low Risk
7530-HDYDS,38,84.25,3264.5,0,1,1,1,0.633779,1,Medium Risk
7789-HKSBS,42,105.2,4599.15,1,1,0,0,0.17930198,0,Low Risk
7416-CKTEP,57,19.6,1134.25,2,2,0,0,0.014676026,0,Low Risk
2586-CWXVV,54,30.4,1621.35,0,0,2,0,0.2681143,0,Low Risk
3096-IZETN,12,78.1,947.3,0,1,0,1,0.6239085,1,Medium Risk
2348-KCJLT,44,61.5,2722.2,1,0,3,0,0.10061381,0,Low Risk
8401-EMUWF,42,69.4,3058.3,0,0,0,0,0.055019245,0,Low Risk
4193-IBKSW,72,24.75,1769.6,2,2,0,0,0.00016899112,0,Low Risk
5377-NDTOU,71,91.05,6293.75,2,0,3,0,0.0024944784,0,Low Risk
5922-ABDVO,19,89.65,1761.05,0,1,3,1,0.6070249,1,Medium Risk
2474-LCNUE,23,73.65,1642.75,0,0,1,0,0.098524794,0,Low Risk
0839-QNXME,30,19.4,578.5,2,2,1,0,0.0006823969,0,Low Risk
3506-OVLKD,35,26.2,954.9,1,2,0,0,0.04703202,0,Low Risk
9172-ANCRX,10,98.7,973.25,0,1,2,1,0.84459466,1,High Risk
6650-VJONK,1,43.85,43.85,0,0,0,0,0.2300157,0,Low Risk
2178-PMGCJ,22,69.7,1490.4,0,1,3,0,0.30160007,0,Low Risk
7492-TAFJD,7,38.55,280.0,2,0,3,0,0.0036991283,0,Low Risk
2773-MADBQ,36,53.1,1901.25,2,0,3,0,0.013550111,0,Low Risk
6016-LVTJQ,34,20.65,716.4,0,2,3,0,0.009170138,0,Low Risk
7860-KSUGX,72,64.45,4720.0,2,0,1,0,0.007893769,0,Low Risk
8966-KZXXA,36,25.1,930.95,2,2,1,0,0.017645637,0,Low Risk
6910-HADCM,1,76.35,76.35,0,1,2,1,0.93362087,1,High Risk
4816-LXZYW,23,79.15,1676.95,0,1,2,1,0.39736292,0,Low Risk
9606-PBKBQ,32,85.0,2642.05,0,1,2,1,0.6471646,1,Medium Risk
5149-QYTTU,71,95.15,6770.85,1,1,1,0,0.0035292306,0,Low Risk
2070-XYMFH,23,79.35,1835.3,0,1,3,0,0.17469546,0,Low Risk
2085-BOJKI,17,96.65,1588.25,1,1,0,0,0.028633676,0,Low Risk
0817-HSUSE,1,75.5,75.5,0,0,2,0,0.46905503,0,Medium Risk
5442-PPTJY,12,19.7,258.35,2,2,3,0,0.0018903076,0,Low Risk
1927-QEWMY,72,20.5,1502.25,2,2,1,0,6.6532404e-05,0,Low Risk
1663-MHLHE,1,19.2,19.2,0,2,3,0,0.20334466,0,Low Risk
5663-QBGIS,72,98.35,6929.4,2,1,0,0,0.019456025,0,Low Risk
4450-MDZFX,60,74.35,4453.3,0,1,0,0,0.043027032,0,Low Risk
6701-DHKWQ,61,51.35,3244.4,2,0,1,0,0.028531013,0,Low Risk
7554-AKDQF,6,45.65,323.45,0,0,3,0,0.14581178,0,Low Risk
3536-IQCTX,32,85.3,2661.1,0,1,2,1,0.64777684,1,Medium Risk
4911-BANWH,31,86.55,2697.4,0,1,1,1,0.30660215,0,Low Risk
8496-EJAUI,19,73.85,1424.5,0,1,1,1,0.728886,1,High Risk
0794-YVSGE,72,20.3,1401.15,2,2,0,0,0.00014560425,0,Low Risk
5423-BHIXO,32,54.2,1739.6,0,0,2,0,0.13236138,0,Low Risk
6908-VVYHM,65,90.65,5931.0,0,1,2,0,0.24402843,0,Low Risk
2959-EEXWB,45,50.9,2333.85,0,0,0,0,0.12753884,0,Low Risk
1839-UMACK,42,25.05,949.85,1,2,2,0,0.01866479,0,Low Risk
3030-YDNRM,8,74.85,572.45,0,1,2,0,0.55516785,1,Medium Risk
7321-KKSDU,32,20.5,696.8,2,2,3,0,0.0074814167,0,Low Risk
3402-XRIUO,22,63.55,1381.8,0,0,3,0,0.082130656,0,Low Risk
3132-TVFDZ,57,44.85,2572.95,0,0,2,1,0.62318236,1,Medium Risk
8286-AFUYI,1,47.95,47.95,0,0,2,0,0.5907873,1,Medium Risk
8080-DDEMJ,1,45.1,45.1,0,0,2,1,0.6420711,1,Medium Risk
8356-WUAOJ,1,45.0,45.0,0,0,2,0,0.6420711,1,Medium Risk
6365-MTGZX,24,96.0,2122.45,0,1,2,1,0.624453,1,Medium Risk
1349-WXNGG,1,20.05,20.05,0,2,0,1,0.5196574,1,Medium Risk
8058-DMYRU,54,90.05,4931.8,0,1,2,0,0.29755247,0,Low Risk
9350-ZXYJC,4,25.3,116.95,2,2,1,0,0.010131895,0,Low Risk
6990-YNRIO,65,108.65,6937.95,2,1,0,1,0.6180771,1,Medium Risk
8958-JPTRR,56,24.3,1261.7,1,2,2,0,0.06941858,0,Low Risk
6959-GQEGV,45,75.95,3273.8,0,0,2,0,0.13767521,0,Low Risk
3173-WSSUE,71,19.7,1415.85,2,2,1,0,0.00042682505,0,Low Risk
1265-HVPZB,59,66.4,3958.2,1,0,1,0,0.017694777,0,Low Risk
4115-UMJFQ,69,35.75,2492.25,1,0,0,0,0.022467276,0,Low Risk
7369-TRPFD,19,18.8,279.2,1,2,3,0,0.003684004,0,Low Risk
1098-KFQEC,55,19.4,1083.0,2,2,1,0,0.022184502,0,Low Risk
7190-XHTWJ,38,19.3,755.5,1,2,3,0,0.0006793934,0,Low Risk
0621-TWIEM,10,45.55,402.6,0,0,2,1,0.6046456,1,Medium Risk
3537-RYBHH,47,67.45,3252.0,0,0,1,0,0.18492413,0,Low Risk
2485-ITVKB,2,35.1,68.75,0,0,2,1,0.86909443,1,High Risk
3669-OYSJI,1,46.2,46.2,0,0,1,1,0.76626414,1,High Risk
1612-EOHDH,1,45.15,45.15,0,0,2,1,0.6420711,1,Medium Risk
6702-OHFWR,1,43.3,43.3,0,0,2,1,0.5422545,1,Medium Risk
5296-BFCYD,46,20.1,936.85,2,2,3,0,0.0018076341,0,Low Risk
4510-PYUSH,38,57.15,2250.65,0,0,1,1,0.4008288,0,Medium Risk
9359-JANWS,65,58.9,3857.1,2,0,1,0,0.031190613,0,Low Risk
7517-SAWMO,19,73.2,1441.1,0,1,2,1,0.6980766,1,Medium Risk
4143-HHPMK,52,85.35,4338.6,0,1,2,1,0.67368305,1,Medium Risk
3279-DYZQM,71,19.45,1378.45,2,2,3,0,0.002733139,0,Low Risk
7054-LGEQW,1,45.95,45.95,0,0,3,1,0.5350064,1,Medium Risk
0523-VNGTF,52,50.5,2566.3,0,0,2,0,0.19548061,0,Low Risk
9575-IWCAZ,6,25.1,171.0,1,2,3,0,0.0051713362,0,Low Risk
7105-MXJLL,26,60.7,1597.4,1,0,3,0,0.030613927,0,Low Risk
7064-FRRSW,48,99.0,4744.35,1,1,2,0,0.07707802,0,Low Risk
7940-UQQUG,64,104.4,6721.6,1,1,0,0,0.05142728,0,Low Risk
0923-PNFUB,3,83.75,247.25,0,1,2,1,0.53426117,1,Medium Risk
3961-SXAXY,1,44.05,44.05,0,0,0,0,0.2300157,0,Low Risk
7010-BRBUU,72,24.1,1734.65,2,2,1,0,0.00011722846,0,Low Risk
3566-HJGPK,1,45.55,45.55,0,0,3,0,0.5350064,1,Medium Risk
3062-ICYZQ,51,93.8,4539.35,0,1,2,0,0.56420344,1,Medium Risk
9938-PRCVK,41,19.7,804.25,2,2,0,0,0.001932741,0,Low Risk
0973-KYVNF,72,70.65,5011.15,2,0,1,0,0.0044210115,0,Low Risk
5129-HHMZC,43,86.45,3574.5,2,0,1,0,0.0030198712,0,Low Risk
9637-CDTKZ,72,114.1,8086.4,2,1,1,0,0.001302439,0,Low Risk
3946-JEWRQ,47,95.2,4563.0,1,1,1,0,0.15884204,0,Low Risk
7873-CVMAW,72,88.55,6362.35,2,0,1,0,0.0030741054,0,Low Risk
0463-WZZKO,3,20.75,67.1,0,2,1,0,0.05575752,0,Low Risk
3494-JCHRQ,1,70.05,70.05,0,1,2,1,0.8444038,1,High Risk
6474-FVJLC,2,86.0,165.45,0,1,2,1,0.9121706,1,High Risk
4524-QCSSM,26,44.65,1156.55,0,0,0,0,0.30355513,0,Low Risk
5832-EXGTT,29,60.2,1834.15,0,0,3,0,0.062411346,0,Low Risk
8840-DQLGN,35,100.5,3653.35,0,1,0,1,0.14170332,0,Low Risk
2039-JONDJ,27,55.45,1477.65,1,0,0,0,0.010843266,0,Low Risk
7217-JYHOQ,24,70.3,1706.45,0,0,1,0,0.09354667,0,Low Risk
6695-FRVEC,67,60.4,3953.7,2,0,0,0,0.0045066704,0,Low Risk
4547-LYTDD,16,72.65,1194.3,0,1,2,1,0.29765236,0,Low Risk
9894-QMIMJ,23,55.8,1327.85,1,0,0,0,0.016039265,0,Low Risk
8069-YQQAJ,14,31.1,419.7,0,0,3,0,0.10444902,0,Low Risk
6770-XUAGN,1,21.0,21.0,0,2,2,1,0.45028433,0,Medium Risk
4193-ORFCL,1,45.1,45.1,0,0,3,1,0.78473115,1,High Risk
1636-NTNCO,4,50.95,207.35,0,0,1,0,0.30063677,0,Low Risk
3466-WAESX,16,69.1,1083.7,0,0,2,0,0.17968509,0,Low Risk
9281-PKKZE,46,43.95,2007.85,0,0,2,0,0.1611251,0,Low Risk
3638-VBZTA,68,86.5,5882.75,2,0,0,0,0.004260577,0,Low Risk
7459-IMVYU,38,69.95,2657.55,0,0,2,0,0.09565252,0,Low Risk
7776-QWNFX,30,50.4,1527.5,0,0,0,1,0.16325133,0,Low Risk
6689-TCZHQ,5,78.95,378.4,0,1,2,1,0.66112167,1,Medium Risk
8563-OYMQY,17,90.95,1612.2,0,1,1,0,0.3347915,0,Low Risk
0754-EEBDC,4,19.9,76.65,2,2,3,0,0.0037619113,0,Low Risk
5777-ZPQNC,12,20.15,260.7,1,2,2,0,0.014347917,0,Low Risk
1951-IEYXM,72,90.6,6441.85,2,0,1,0,0.005390465,0,Low Risk
3318-NMQXL,3,92.0,266.8,0,1,2,0,0.72543496,1,High Risk
3143-ILDAL,56,94.45,5124.6,0,1,2,1,0.39104944,0,Low Risk
1022-RKXDR,41,24.85,962.25,1,2,3,0,0.0068170554,0,Low Risk
2361-FJWNO,40,36.0,1382.9,1,0,1,0,0.0294852,0,Low Risk
2272-UOINI,7,78.5,571.05,0,0,2,0,0.27786946,0,Low Risk
8232-UTFOZ,69,19.95,1399.35,2,2,1,0,0.00022401423,0,Low Risk
3750-YHRYO,7,20.65,150.0,1,2,3,0,0.0019857283,0,Low Risk
6637-KYRCV,5,30.5,167.2,0,0,2,0,0.28890145,0,Low Risk
5668-MEISB,72,106.1,7657.4,2,1,1,0,0.041202392,0,Low Risk
0129-QMPDR,44,20.5,865.05,1,2,0,0,0.0025617345,0,Low Risk
7188-CBBBA,65,95.5,6153.85,1,1,2,0,0.31107455,0,Low Risk
5356-CSVSQ,3,64.6,174.2,0,0,2,0,0.41601342,0,Medium Risk
3221-CJMSG,24,51.1,1269.6,0,0,1,0,0.11081027,0,Low Risk
4720-VSTSI,44,84.8,3862.55,0,1,0,1,0.5394424,1,Medium Risk
3219-JQRSL,72,89.1,6352.4,2,0,1,0,0.0030741054,0,Low Risk
2801-NISEI,24,54.95,1348.5,0,0,2,0,0.0852435,0,Low Risk
3946-MHCZW,1,50.9,50.9,0,0,3,1,0.61732787,1,Medium Risk
4623-ZKHLY,22,20.45,471.55,0,2,0,0,0.011977666,0,Low Risk
6732-VAILE,70,85.95,5931.75,2,0,1,0,0.006454579,0,Low Risk
8201-AAXCB,25,60.35,1404.65,0,0,2,0,0.12977134,0,Low Risk
7696-CFTAT,37,19.8,726.1,2,2,0,0,0.025174618,0,Low Risk
1845-CSBRZ,22,85.35,1961.6,0,1,0,0,0.38306817,0,Low Risk
2123-VSCOT,59,72.1,4194.85,2,0,0,0,0.0013887085,0,Low Risk
6651-AZVTJ,49,99.8,4872.45,0,1,2,1,0.34882042,0,Low Risk
4566-GOLUK,47,107.35,5118.95,0,1,0,1,0.72571087,1,High Risk
2484-DGXPZ,31,19.55,658.95,0,2,3,1,0.46210843,0,Medium Risk
2018-QKYGT,1,81.05,81.05,0,1,2,0,0.84928447,1,High Risk
2792-VPPET,3,20.5,76.95,0,2,2,0,0.27847537,0,Low Risk
7409-JURKQ,53,111.8,5809.75,1,1,0,0,0.15539932,0,Low Risk
3247-MHJKM,1,20.2,20.2,0,2,3,0,0.5333667,1,Medium Risk
1964-SVLEA,20,19.7,415.9,1,2,3,0,0.0033581515,0,Low Risk
4587-NUKOX,3,79.1,246.5,0,1,2,1,0.7927106,1,High Risk
7297-DVYGA,51,19.85,996.95,1,2,0,0,0.004851882,0,Low Risk
2239-CGBUZ,51,60.5,3145.15,1,0,0,0,0.049795028,0,Low Risk
0854-UYHZD,13,19.55,265.3,2,2,3,0,0.00087896694,0,Low Risk
7243-LCGGZ,1,20.9,20.9,0,2,3,0,0.5672316,1,Medium Risk
8267-KFGYD,1,21.05,21.05,0,2,3,0,0.47575676,0,Medium Risk
4890-VMUAV,63,71.5,4576.3,1,0,2,0,0.05816101,0,Low Risk
9261-WDCAF,3,54.65,189.1,0,0,3,0,0.5873703,1,Medium Risk
3764-MNMOI,46,19.2,908.15,2,2,1,0,0.0008276689,0,Low Risk
7442-YGZFK,1,49.8,49.8,0,0,1,0,0.23644625,0,Low Risk
0420-BWTPW,8,25.5,215.2,0,0,3,1,0.51610184,1,Medium Risk
8229-BUJHX,71,20.5,1500.95,2,2,0,0,7.2809955e-05,0,Low Risk
7449-HVPIV,55,90.4,5099.15,0,1,1,0,0.13265151,0,Low Risk
5504-WSIUR,70,90.25,6385.95,1,1,0,0,0.09388498,0,Low Risk
8183-ONMXC,2,80.75,159.45,0,1,2,1,0.802787,1,High Risk
8466-PZBLH,67,104.6,6885.75,2,1,0,0,0.04247737,0,Low Risk
9614-RMGHA,65,91.85,5940.85,0,1,0,1,0.30135787,0,Low Risk
8735-IJJEG,14,50.2,668.85,0,0,1,0,0.17342728,0,Low Risk
0564-MUUQK,20,95.5,1916.2,0,1,0,0,0.34104392,0,Low Risk
5054-IEXZT,1,75.35,75.35,0,1,2,1,0.81635696,1,High Risk
5834-ASPWA,1,75.45,75.45,0,1,2,1,0.77600646,1,High Risk
0701-RFGFI,49,95.4,4613.95,0,1,0,0,0.29284152,0,Low Risk
0019-EFAEP,72,101.3,7261.25,2,1,0,0,0.015392014,0,Low Risk
5619-PTMIK,46,53.1,2459.8,0,0,2,0,0.30501753,0,Low Risk
3737-XBQDD,24,84.85,2048.8,0,1,0,0,0.3173928,0,Low Risk
5882-CMAZQ,5,34.25,163.55,0,0,2,0,0.3346017,0,Low Risk
5846-QFDFI,33,88.6,2888.7,0,1,1,0,0.25683114,0,Low Risk
4445-KWOKW,42,60.15,2421.6,1,0,0,0,0.028923962,0,Low Risk
3511-APPBJ,23,99.95,2292.75,1,1,1,0,0.33324435,0,Low Risk
7967-HYCDE,8,70.7,553.4,0,1,0,0,0.32319844,0,Low Risk
2430-RRYUW,66,54.8,3465.7,1,0,3,0,0.013040966,0,Low Risk
3948-XHGNA,24,49.55,1210.4,0,0,0,1,0.27045774,0,Low Risk
3723-BFBGR,24,54.8,1291.3,0,0,1,0,0.069775954,0,Low Risk
0565-IYCGT,69,78.6,5356.45,1,0,1,1,0.48229784,0,Medium Risk
5447-WZAFP,53,100.3,5200.8,1,1,3,0,0.005811537,0,Low Risk
5110-CHOPY,60,53.6,3237.05,2,0,2,0,0.064573705,0,Low Risk
5445-UTODQ,7,81.1,576.65,0,1,2,1,0.8095657,1,High Risk
4425-OWHWB,20,19.35,433.75,1,2,1,0,0.00338835,0,Low Risk
7892-QVYKW,23,85.6,1868.4,0,1,2,0,0.23795304,0,Low Risk
9675-ICXCT,72,80.8,5728.55,2,0,2,0,0.0028846818,0,Low Risk
1024-VRZHF,11,74.95,825.7,0,1,2,1,0.5688355,1,Medium Risk
4703-MQYKT,21,19.6,390.4,2,2,3,0,0.0012367672,0,Low Risk
9497-QCMMS,1,93.55,93.55,0,1,2,1,0.935459,1,High Risk
5692-ICXLW,31,90.7,2845.15,0,1,2,0,0.40567422,0,Medium Risk
0602-DDUML,57,69.75,3894.4,2,0,3,0,0.0007126083,0,Low Risk
2208-MPXIO,45,20.0,886.4,2,2,0,0,0.001915396,0,Low Risk
1960-UYCNN,10,95.25,1021.55,0,1,2,0,0.50274074,1,Medium Risk
0348-SDKOL,58,102.1,5885.4,0,1,1,1,0.5217644,1,Medium Risk
3190-FZATL,14,19.95,268.4,0,2,3,0,0.052523054,0,Low Risk
7336-RLLRH,27,80.85,2204.35,1,0,3,0,0.014849649,0,Low Risk
4373-MAVJG,14,90.9,1259.0,0,1,0,1,0.672245,1,Medium Risk
8901-HJXTF,12,29.2,309.1,0,0,3,1,0.3572112,0,Low Risk
7710-JSYOA,69,93.3,6398.05,2,1,0,0,0.06538092,0,Low Risk
5419-KLXBN,25,89.15,2257.75,0,1,0,1,0.40956444,0,Medium Risk
3424-NMNBO,58,108.85,6287.25,1,1,2,1,0.66358733,1,Medium Risk
9885-MFVSU,35,46.35,1662.05,2,0,1,0,0.010392154,0,Low Risk
4514-GFCFI,16,84.75,1350.15,0,1,2,1,0.5770891,1,Medium Risk
0607-MVMGC,45,78.75,3600.65,1,0,1,0,0.04067131,0,Low Risk
3365-SAIGS,17,83.55,1329.15,0,1,2,0,0.3412242,0,Low Risk
9828-AOQLM,1,45.7,45.7,0,0,2,1,0.8528374,1,High Risk
8022-BECSI,22,19.6,422.5,1,2,3,0,0.0019526865,0,Low Risk
8000-REIQB,1,69.95,69.95,0,1,2,1,0.8444038,1,High Risk
9993-LHIEB,67,67.85,4627.65,2,0,3,0,0.015362355,0,Low Risk
0266-CLZKZ,67,105.65,6717.9,2,1,0,0,0.015173885,0,Low Risk
7615-ESMYF,2,44.6,97.1,0,0,2,1,0.5826855,1,Medium Risk
3858-VOBET,23,74.95,1710.45,0,1,2,1,0.33012533,0,Low Risk
